sell,109,11,67.0,152.58,10202.88
buy,120,11,32.0,152.62,-4903.92
sell,145,11,32.0,140.02,4460.57
buy,222,11,32.0,154.43,-4961.77
sell,326,11,32.0,140.64,4480.34
buy,507,11,27.0,180.12,-4883.30
sell,800,11,27.0,192.68,5182.29
buy,913,11,26.0,190.66,-4977.21
sell,956,11,26.0,208.13,5391.44
buy,958,11,24.0,206.29,-4970.95
sell,1002,11,24.0,189.88,4537.16
buy,1250,11,26.0,189.83,-4955.68
sell,1302,11,26.0,110.84,2861.73
buy,1736,11,174.0,28.48,-4976.24
sell,1774,11,174.0,8.80,1511.27
buy,51,12,32.0,150.97,-4851.03
sell,125,12,65.0,167.33,10856.44
buy,132,12,29.0,167.55,-4878.89
sell,234,12,29.0,152.37,4398.75
buy,616,12,38.0,128.69,-4910.04
sell,785,12,38.0,116.58,4409.92
buy,1010,12,49.0,100.20,-4929.56
sell,1035,12,49.0,94.52,4611.24
buy,1068,12,45.0,108.99,-4924.46
sell,1174,12,45.0,78.35,3505.81
sell,60,13,33,146.67,4820.11
buy,88,13,26.0,186.56,-4870.66
sell,259,13,26.0,194.49,5036.82
buy,371,13,23.0,208.32,-4811.40
sell,483,13,23.0,198.10,4536.37
buy,554,13,25.0,196.42,-4930.62
sell,563,13,25.0,184.36,4589.04
buy,699,13,22.0,216.67,-4786.82
sell,830,13,22.0,173.84,3804.49
buy,944,13,24.0,207.22,-4993.33
sell,1036,13,24.0,160.15,3823.70
buy,1093,13,23.0,212.84,-4915.25
sell,1142,13,23.0,181.47,4153.90
buy,1300,13,24.0,200.52,-4832.48
sell,1629,13,24.0,288.67,6908.18
buy,1733,13,16.0,305.69,-4911.11
sell,1784,13,16.0,258.25,4112.00
buy,52,14,25.0,193.19,-4849.67
sell,107,14,58.0,105.23,6083.36
buy,178,14,27.0,179.89,-4876.94
sell,720,14,27.0,354.07,9539.87
buy,921,14,13.0,361.91,-4724.89
sell,966,14,13.0,347.69,4500.00
buy,1009,14,13.0,368.46,-4809.95
sell,1177,14,13.0,361.00,4673.06
buy,1567,14,18.0,274.22,-4955.91
sell,1684,14,18.0,251.89,4514.09
buy,1741,14,18.0,275.47,-4978.50
sell,1801,14,18.0,258.43,4631.77
buy,1820,14,16.0,308.29,-4952.59
sell,51,15,33,139.07,4569.29
buy,76,15,30.0,161.45,-4863.50
sell,303,15,30.0,151.15,4514.50
sell,51,16,33,129.08,4239.70
sell,51,17,33,138.20,4540.45
buy,58,17,38.0,129.42,-4937.88
sell,61,17,38.0,136.22,5156.21
buy,200,17,36.0,136.91,-4948.85
sell,397,17,36.0,169.65,6087.23
buy,521,17,30.0,163.67,-4929.96
sell,545,17,30.0,166.94,4988.23
buy,865,17,36.0,135.12,-4884.45
sell,1101,17,36.0,151.13,5420.63
buy,1118,17,31.0,155.86,-4851.72
sell,1166,17,31.0,121.56,3748.33
buy,1340,17,40.0,124.14,-4985.55
sell,1473,17,40.0,108.42,4316.89
